ID_CURSO,TEMA_CLASSROOM,TITULO_MATERIAL,DESCRIPCION_MATERIAL,URL_GITHUB
,4.3 Codo. (Secuencia tres motores),Practica: P3.BLOQUES.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.3_Codo.%20%28Secuencia-tres-motores%29/3.PRACTICAS/P3.BLOQUES.html
,4.3 Codo. (Secuencia tres motores),Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.3_Codo.%20%28Secuencia-tres-motores%29/3.PRACTICAS/P4.JUEGO.html
,4.3 Codo. (Secuencia tres motores),Practica: TEST_DIAL_CODO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.3_Codo.%20%28Secuencia-tres-motores%29/3.PRACTICAS/TEST_DIAL_CODO.html
,4.3 Codo. (Secuencia tres motores),Practica: TEST_DIAL_CODO_SMALL.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.3_Codo.%20%28Secuencia-tres-motores%29/3.PRACTICAS/TEST_DIAL_CODO_SMALL.html
,4.4 Muneca. (Variable de posicion),Teoria: T0.DEBATE.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.4_Muneca.%20%28Variable-de-posicion%29/2.TEORIA/T0.DEBATE.pdf
,4.4 Muneca. (Variable de posicion),Teoria: T1.TEORIA.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.4_Muneca.%20%28Variable-de-posicion%29/2.TEORIA/T1.TEORIA.pdf
,4.4 Muneca. (Variable de posicion),Teoria: T2.VIDEO.mp4,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.4_Muneca.%20%28Variable-de-posicion%29/2.TEORIA/T2.VIDEO.mp4
,4.4 Muneca. (Variable de posicion),Practica: P1.CONSTRUCCION.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.4_Muneca.%20%28Variable-de-posicion%29/3.PRACTICAS/P1.CONSTRUCCION.html
,4.4 Muneca. (Variable de posicion),Practica: P2.EJEMPLO_REAL.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.4_Muneca.%20%28Variable-de-posicion%29/3.PRACTICAS/P2.EJEMPLO_REAL.html
,4.4 Muneca. (Variable de posicion),Practica: P3.BLOQUES.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.4_Muneca.%20%28Variable-de-posicion%29/3.PRACTICAS/P3.BLOQUES.html
,4.4 Muneca. (Variable de posicion),Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.4_Muneca.%20%28Variable-de-posicion%29/3.PRACTICAS/P4.JUEGO.html
,4.4 Muneca. (Variable de posicion),Practica: TEST_DIAL_muñeca.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.4_Muneca.%20%28Variable-de-posicion%29/3.PRACTICAS/TEST_DIAL_mu%C3%B1eca.html
,4.5 Pinza. (Sensor mas accion),Teoria: T0.DEBATE.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.5_Pinza.%20%28Sensor-mas-accion%29/2.TEOR%C3%8DA/T0.DEBATE.pdf
,4.5 Pinza. (Sensor mas accion),Teoria: T1.TEORIA.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.5_Pinza.%20%28Sensor-mas-accion%29/2.TEOR%C3%8DA/T1.TEORIA.pdf
,4.5 Pinza. (Sensor mas accion),Teoria: T2.VIDEO.mp4,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.5_Pinza.%20%28Sensor-mas-accion%29/2.TEOR%C3%8DA/T2.VIDEO.mp4
,4.6 Mano hidraulica. (Fuerza controlada),Teoria: T0.DEBATE.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.6_Mano-hidraulica.%20%28Fuerza-controlada%29/2.TEOR%C3%8DA/T0.DEBATE.pdf
,4.6 Mano hidraulica. (Fuerza controlada),Teoria: T1. TEORIA.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.6_Mano-hidraulica.%20%28Fuerza-controlada%29/2.TEOR%C3%8DA/T1.%20TEORIA.pdf
,4.6 Mano hidraulica. (Fuerza controlada),Teoria: T2.VIDEO.mp4,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.6_Mano-hidraulica.%20%28Fuerza-controlada%29/2.TEOR%C3%8DA/T2.VIDEO.mp4
,4.6 Mano hidraulica. (Fuerza controlada),Practica: P1.CONSTRUCCION.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.6_Mano-hidraulica.%20%28Fuerza-controlada%29/3.PRACTICAS/P1.CONSTRUCCION.html
,4.6 Mano hidraulica. (Fuerza controlada),Practica: P2.EJEMPLO_REAL.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.6_Mano-hidraulica.%20%28Fuerza-controlada%29/3.PRACTICAS/P2.EJEMPLO_REAL.html
,4.6 Mano hidraulica. (Fuerza controlada),Practica: P3.BLOQUES.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.6_Mano-hidraulica.%20%28Fuerza-controlada%29/3.PRACTICAS/P3.BLOQUES.html
,4.6 Mano hidraulica. (Fuerza controlada),Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-4_Brazo-robotico/4.6_Mano-hidraulica.%20%28Fuerza-controlada%29/3.PRACTICAS/P4.JUEGO.html
